description,original_price,discount,reviews,ratings,sale,soldout,product_price
VIvo Imara Long Sleeve Jacket  - Dark Green,,,No reviews,0.00,,Available,"KSh3,250.00"
Vivo Tuni Long Sleeve Jacket - Purple / Black Abstract Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Tuni Long Sleeve Jacket - Mustard / Black Abstract Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Zoë Qu'an Flo Kimono - Yellow,,,No reviews,0.00,,Available,"KSh5,750.00"
Zoë Qu'an Coverup Top - Blue Safari,,,No reviews,0.00,,Available,"KSh3,500.00"
Zoë Qu'an Flo Kimono - Pastel Blue Stripe,,,No reviews,0.00,,Available,"KSh6,400.00"
Zoë Qu'an Emerald Flo Kimono - Green,,,No reviews,0.00,,Available,"KSh5,750.00"
Zoë Qu'an Coverup Top - Pastel Blue Stripe,,,No reviews,0.00,,Available,"KSh3,500.00"
Zoë Qu'an Mosaic Cape Shawl - Blue,,,No reviews,0.00,,Available,"KSh5,600.00"
Vivo Fitness Long Sleeve Jacket - Off White,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Fitness Long Sleeve Jacket - Black,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Fitness Hoodie Tunic  - Burgundy,,,1 review,5.00,,Available,"KSh3,250.00"
Vivo Fahari Long Sleeve Short Jacket - Light Purple Geometric Print,"KSh4,950.00",30,1 review,5.00,Sale,Available,"KSh4,950.00"
Vivo Fahari Long Sleeve Short Jacket - Mustard,"KSh4,950.00",10,No reviews,0.00,Sale,Available,"KSh4,950.00"
Vivo Fahari Long Sleeve Short Jacket - Black,"KSh4,950.00",10,No reviews,0.00,Sale,Available,"KSh4,950.00"
Vivo Basic Sleeveless Sweater Waterfall - Orange,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Adisa Flounce Sleeve Open Jacket - Black,"KSh3,750.00",50,No reviews,0.00,,Sold out,"KSh3,750.00"
Vivo Fitness Hoodie - Black / Purple Geometric Print,,,No reviews,0.00,,Available,"KSh2,750.00"
Vivo Fitness Hoodie - Black / White Geometric Print,,,No reviews,0.00,,Sold out,"KSh2,750.00"
Vivo Fitness Hoodie - Black / Mustard Geometric Print,,,No reviews,0.00,,Available,"KSh2,750.00"
Safari Reversible Shirt Jacket - Grey / Print 2,"KSh5,950.00",30,No reviews,0.00,Sale,Available,"KSh5,950.00"
Vivo Lalea Long Sleeve Tulip Back Waterfall - Burgundy,"KSh5,550.00",30,1 review,5.00,Sale,Available,"KSh5,550.00"
Vivo Lalea Long Sleeve Tulip Back Waterfall - Grey,,,No reviews,0.00,,Available,"KSh5,550.00"
Vivo Raha Flounce Sleeve Jacket - Navy Blue,"KSh3,550.00",50,No reviews,0.00,Sale,Available,"KSh3,550.00"
Vivo Raha Flounce Sleeve Jacket - Purple,"KSh3,550.00",50,No reviews,0.00,Sale,Available,"KSh3,550.00"
Vivo Raha Flounce Sleeve Jacket - Pink,"KSh3,550.00",50,No reviews,0.00,Sale,Available,"KSh3,550.00"
Vivo Raha Flounce Sleeve Jacket - Black,"KSh3,550.00",50,No reviews,0.00,,Sold out,"KSh3,550.00"
Nika Bonica Keya Kimono - Yellow,,,No reviews,0.00,,Available,"KSh5,500.00"
Nika Bonica Aria Kimono - Green,,,No reviews,0.00,,Available,"KSh5,500.00"
Vivo Basic Sleeveless Midi Jersey Waterfall - Dark Green,,,No reviews,0.00,,Available,"KSh3,250.00"
Vivo Basic Sleeveless Midi Jersey Waterfall - Mustard,,,No reviews,0.00,,Available,"KSh3,250.00"
Vivo Basic Sleeveless Extra Long Lily Waterfall - Forest Green,,,No reviews,0.00,,Available,"KSh4,950.00"
Vivo Basic Sleeveless Extra Long Lily Waterfall - Orange,,,No reviews,0.00,,Available,"KSh4,950.00"
Vivo Basic Sleeveless Extra Long Lily Waterfall - Burgundy,,,No reviews,0.00,,Available,"KSh4,950.00"
Vivo Adisa Flounce Sleeve Open Jacket - Purple,"KSh3,750.00",50,No reviews,0.00,Sale,Available,"KSh3,750.00"
Vivo Basic Maxi Butterfly Waterfall - Purple,,,No reviews,0.00,,Available,"KSh3,950.00"
Shazi Afrika Pambo Kimono3 - Brown,"KSh4,500.00",16,No reviews,0.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Pambo Kimono6 - Green,"KSh4,500.00",50,No reviews,0.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Pambo Kimono4 - Green,"KSh4,500.00",16,No reviews,0.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Pambo Kimono2 - Brown,"KSh4,500.00",16,No reviews,0.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Pambo Kimono7 - Pink,"KSh4,500.00",50,1 review,5.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Kito Kimono3 - Black,"KSh4,500.00",50,No reviews,0.00,Sale,Available,"KSh4,500.00"
Safari Mara 3/4 Sleeve Jacket - Sea Green / Mustard Print,,,No reviews,0.00,,Available,"KSh5,750.00"
Safari Mara 3/4 Sleeve Jacket - White / Silver Ankara Print,"KSh5,750.00",10,No reviews,0.00,Sale,Available,"KSh5,750.00"
Lizola Kimono Big Flowers - Pink,"KSh5,000.00",30,No reviews,0.00,Sale,Available,"KSh5,000.00"
Shazi Afrika Kito Kimono1 - Black,"KSh4,500.00",50,No reviews,0.00,Sale,Available,"KSh4,500.00"
Shazi Afrika Pambo Kimono8 - Red,"KSh4,500.00",50,No reviews,0.00,Sale,Available,"KSh4,500.00"
TexStyle Sassy Shawl - Champagne,,,No reviews,0.00,,Available,"KSh3,500.00"
Miss Kerre Fashions Tropikal Kaftan - Yellow,,,No reviews,0.00,,Available,"KSh4,800.00"
Phase Brands Galaxy Hoodie - White,,,No reviews,0.00,,Available,"KSh3,200.00"
Phase Brands Phases Hoodies - Grey,,,No reviews,0.00,,Available,"KSh3,200.00"
Phase Brands Upendo Umoja Amani Hoodie - Jungle Green,,,No reviews,0.00,,Available,"KSh3,200.00"
Phase Brands Evil Eye Hoodie - Navy Blue,,,No reviews,0.00,,Available,"KSh3,200.00"
Phase Brands Smiley Hoodie - White,,,No reviews,0.00,,Available,"KSh3,200.00"
Vivo Basic Sienna Waterfall - Black,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Basic Maxi Butterfly Waterfall - Lime Green,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Tana Jersey Tulip Back Waterfall - Red,,,No reviews,0.00,,Available,"KSh4,500.00"
Sidai Fashion Blazer - Yellow,"KSh4,950.00",30,No reviews,0.00,Sale,Available,"KSh4,950.00"
Sidai Fashion Blazer - Pink,"KSh5,750.00",30,No reviews,0.00,Sale,Available,"KSh5,750.00"
Vivo Tana Jersey Tulip Back Waterfall - Dark Navy Blue,,,No reviews,0.00,,Available,"KSh4,550.00"
Vivo Diani Satin Maxi Kimono - Pink Tie Dye Abstract Print,,,No reviews,0.00,,Sold out,"KSh4,950.00"
Vivo Long Sleeve Midi Waterfall - Mustard,,,1 review,5.00,,Available,"KSh6,500.00"
