description,original_price,discount,reviews,ratings,sale,soldout,product_price
Slaks World Fashion Loop Heart Design Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Large Pendant Statement Necklace - Blue,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Heart & Crystal Design Pendant - Blue,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Brown Circular Pendant Necklace - Brown,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion House Style Design Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Heart & Crystal Design Pendant - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Abby's Jewelry Glam Flower Earrings - Gold,"KSh2,800.00",10,No reviews,0.00,Sale,Available,"KSh2,800.00"
Abby's Jewelry Glam Love Bracelet - Gold,"KSh2,800.00",10,No reviews,0.00,Sale,Available,"KSh2,800.00"
Slaks World Fashion Oyster And Pearl Pendant - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Crystal Dancing Barelina Pendant - Multicolor,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Key Style Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Circular Heart Pendant Necklace - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Oxalis Flower Design Necklace - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Swan Design Fine Jewelry Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Tiny Flower Fine Pendant - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Pear Shape Pendant Necklace - Green,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Circular Diamond Style Necklace3 - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion X Style & Crystal Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Dancing Barelina Necklace - Red,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Lizola Aoko 3 Strings Earrings - Brass,"KSh1,800.00",50,No reviews,0.00,Sale,Available,"KSh1,800.00"
Xara Gems Igbo Fluorite Ring - Green,,,No reviews,0.00,,Available,"KSh3,400.00"
Xara Gems Mara Moonstone Pinkie Ring - White,,,No reviews,0.00,,Available,"KSh4,700.00"
Xara Gems Imara Amethyst Ring - Purple,,,No reviews,0.00,,Available,"KSh4,700.00"
Xara Gems Zumaridi (Emerald) Ring - Green,,,No reviews,0.00,,Available,"KSh7,000.00"
Xara Gems Pambo Quartz Ring - Colorless,,,No reviews,0.00,,Available,"KSh3,400.00"
Xara Gems Rehma Rhodolite Ring - Purplish-red,,,No reviews,0.00,,Available,"KSh5,400.00"
